order_id,user_id,order_date,category,status,order_amount_usd,discount_usd
ORD-10702,U1362,2026-02-13 00:00:00,Home & Living,completed,194.99,0.0
ORD-10703,U1362,2026-02-19 00:00:00,Home & Living,completed,49.42,0.0
ORD-10704,U1363,2026-02-27 00:00:00,Home & Living,completed,103.7,0.0
ORD-10705,U1363,2026-03-23 00:00:00,Fashion,completed,131.89,0.0
ORD-10706,U1363,2026-03-31 00:00:00,Fashion,completed,85.12,0.0
ORD-10707,U1363,2026-04-09 00:00:00,Home & Living,completed,67.03,9.02
ORD-10708,U1363,2026-04-10 00:00:00,Electronics,completed,90.59,0.0
ORD-10709,U1364,2026-04-13 00:00:00,Home & Living,completed,108.56,0.0
ORD-10710,U1364,2026-04-16 00:00:00,Home & Living,completed,130.01,11.84
ORD-10711,U1364,2026-04-19 00:00:00,Sports,completed,81.08,0.0
ORD-10712,U1366,2026-04-16 00:00:00,Sports,completed,48.08,0.0
ORD-10713,U1366,2026-04-30 00:00:00,Home & Living,cancelled,106.72,0.0
ORD-10714,U1366,2026-05-12 00:00:00,Fashion,completed,134.55,0.0
ORD-10715,U1366,2026-05-16 00:00:00,Beauty,completed,55.19,0.0
ORD-10716,U1366,2026-05-24 00:00:00,Beauty,completed,75.97,0.0
ORD-10718,U1367,2026-03-26 00:00:00,Beauty,completed,50.32,0.0
ORD-10719,U1367,2026-03-28 00:00:00,Fashion,completed,147.04,0.0
ORD-10720,U1368,2026-01-19 00:00:00,Fashion,completed,167.98,0.0
ORD-10721,U1369,2026-01-10 00:00:00,Electronics,completed,468.47,0.0
ORD-10722,U1370,2026-01-11 00:00:00,Sports,completed,56.79,7.97
ORD-10723,U1370,2026-01-18 00:00:00,Sports,completed,90.5,0.0
ORD-10724,U1370,2026-01-29 00:00:00,Electronics,completed,553.2,0.0
ORD-10725,U1370,2026-02-05 00:00:00,Electronics,refunded,506.83,0.0
ORD-10726,U1370,2026-02-20 00:00:00,Beauty,completed,80.0,12.36
ORD-10727,U1371,2026-01-10 00:00:00,Home & Living,completed,259.1,0.0
ORD-10728,U1371,2026-01-14 00:00:00,Home & Living,completed,269.78,67.33
ORD-10729,U1371,2026-01-30 00:00:00,Fashion,completed,32.21,5.77
ORD-10730,U1372,2026-01-12 00:00:00,Sports,completed,89.47,0.0
ORD-10731,U1372,2026-01-16 00:00:00,Electronics,completed,188.76,0.0
ORD-10732,U1372,2026-02-23 00:00:00,Electronics,completed,528.33,0.0
ORD-10733,U1372,2026-03-16 00:00:00,Electronics,completed,360.07,0.0
ORD-10734,U1372,2026-03-27 00:00:00,Fashion,refunded,30.88,7.21
ORD-10735,U1372,2026-04-15 00:00:00,Fashion,cancelled,112.67,21.52
ORD-10736,U1373,2026-04-04 00:00:00,Fashion,completed,107.36,11.48
ORD-10737,U1373,2026-04-12 00:00:00,Electronics,completed,121.24,0.0
ORD-10738,U1375,2026-02-25 00:00:00,Home & Living,completed,282.96,35.67
ORD-10739,U1375,2026-03-03 00:00:00,Beauty,completed,28.07,0.0
ORD-10740,U1375,2026-03-06 00:00:00,Beauty,completed,119.74,0.0
ORD-10741,U1375,2026-03-15 00:00:00,Fashion,completed,148.3,32.78
ORD-10742,U1375,2026-03-22 00:00:00,Home & Living,refunded,290.16,22.08
ORD-10743,U1376,2026-04-14 00:00:00,Electronics,cancelled,541.33,0.0
ORD-10744,U1376,2026-05-07 00:00:00,Home & Living,completed,181.49,0.0
ORD-10745,U1376,2026-05-16 00:00:00,Electronics,completed,632.47,0.0
ORD-10746,U1376,2026-05-29 00:00:00,Home & Living,completed,82.87,13.93
ORD-10748,U1377,2026-01-07 00:00:00,Beauty,completed,46.0,7.4
ORD-10749,U1377,2026-01-10 00:00:00,Beauty,completed,73.73,10.3
ORD-10750,U1377,2026-01-15 00:00:00,Electronics,completed,246.96,49.23
ORD-10751,U1377,2026-01-21 00:00:00,Beauty,completed,31.04,5.54
ORD-10752,U1378,2026-03-20 00:00:00,Fashion,completed,95.67,18.06
ORD-10753,U1378,2026-04-13 00:00:00,Fashion,completed,48.87,4.94
ORD-10754,U1379,2026-01-27 00:00:00,Beauty,cancelled,115.01,0.0
ORD-10755,U1380,2026-01-15 00:00:00,Sports,completed,76.06,10.26
ORD-10756,U1380,2026-01-16 00:00:00,Home & Living,completed,143.29,0.0
ORD-10757,U1381,2026-03-15 00:00:00,Electronics,completed,155.36,0.0
ORD-10758,U1381,2026-03-20 00:00:00,Beauty,completed,67.37,0.0
ORD-10759,U1382,2026-03-05 00:00:00,Sports,completed,20.19,0.0
ORD-10760,U1383,2026-03-25 00:00:00,Fashion,completed,28.96,0.0
ORD-10761,U1383,2026-04-09 00:00:00,Home & Living,completed,86.63,0.0
ORD-10762,U1383,2026-04-14 00:00:00,Home & Living,completed,261.12,16.5
ORD-10763,U1385,2026-04-09 00:00:00,Sports,completed,89.87,6.68
ORD-10764,U1385,2026-04-14 00:00:00,Electronics,completed,524.75,60.06
ORD-10765,U1385,2026-05-08 00:00:00,Sports,completed,89.12,0.0
ORD-10766,U1386,2026-02-02 00:00:00,Fashion,completed,159.04,0.0
ORD-10767,U1386,2026-02-27 00:00:00,Sports,completed,75.26,0.0
ORD-10768,U1387,2026-01-21 00:00:00,Electronics,completed,131.48,0.0
ORD-10769,U1387,2026-01-23 00:00:00,Home & Living,completed,58.59,6.58
ORD-10770,U1387,2026-02-05 00:00:00,Sports,completed,105.87,8.67
ORD-10771,U1387,2026-02-12 00:00:00,Home & Living,completed,221.86,27.87
ORD-10772,U1389,2026-03-15 00:00:00,Fashion,refunded,170.85,0.0
ORD-10773,U1390,2026-04-06 00:00:00,Fashion,completed,78.23,0.0
ORD-10774,U1390,2026-04-10 00:00:00,Home & Living,completed,313.42,0.0
ORD-10775,U1391,2026-04-05 00:00:00,Electronics,completed,85.62,0.0
ORD-10776,U1391,2026-04-08 00:00:00,Sports,completed,109.04,0.0
ORD-10777,U1392,2026-02-10 00:00:00,Electronics,completed,362.47,42.39
ORD-10778,U1392,2026-02-24 00:00:00,Fashion,completed,98.46,9.03
ORD-10779,U1392,2026-03-26 00:00:00,Fashion,completed,89.69,0.0
ORD-10780,U1393,2026-04-07 00:00:00,Home & Living,completed,79.22,10.13
ORD-10781,U1393,2026-05-09 00:00:00,Beauty,completed,110.68,0.0
ORD-10782,U1393,2026-05-10 00:00:00,Fashion,refunded,120.29,0.0
ORD-10783,U1394,2026-02-09 00:00:00,Beauty,completed,70.09,0.0
ORD-10784,U1394,2026-02-12 00:00:00,Sports,completed,86.66,0.0
ORD-10785,U1394,2026-03-17 00:00:00,Electronics,completed,515.83,69.07
ORD-10786,U1394,2026-03-21 00:00:00,Fashion,completed,58.24,13.3
ORD-10787,U1394,2026-05-19 00:00:00,Sports,completed,56.21,0.0
ORD-10788,U1395,2026-04-05 00:00:00,Beauty,completed,60.37,0.0
ORD-10789,U1395,2026-04-15 00:00:00,Fashion,completed,135.8,0.0
ORD-10790,U1396,2026-04-01 00:00:00,Fashion,completed,63.02,0.0
ORD-10791,U1396,2026-04-30 00:00:00,Home & Living,completed,243.76,23.05
ORD-10792,U1397,2026-02-19 00:00:00,Electronics,completed,88.48,0.0
ORD-10793,U1397,2026-03-23 00:00:00,Fashion,completed,95.67,20.07
ORD-10794,U1397,2026-04-08 00:00:00,Fashion,cancelled,44.88,9.52
ORD-10795,U1400,2026-01-12 00:00:00,Beauty,completed,61.52,15.16
ORD-10796,U1401,2026-04-02 00:00:00,Electronics,completed,133.53,0.0
ORD-10797,U1401,2026-04-19 00:00:00,Fashion,completed,143.12,0.0
ORD-10798,U1401,2026-04-24 00:00:00,Beauty,cancelled,75.74,0.0
ORD-10799,U1402,2026-04-26 00:00:00,Fashion,completed,132.53,0.0
ORD-10800,U1403,2026-03-29 00:00:00,Electronics,completed,94.26,0.0
ORD-10801,U1404,2026-02-06 00:00:00,Home & Living,completed,80.63,0.0
ORD-10802,U1404,2026-02-18 00:00:00,Electronics,completed,210.52,0.0
ORD-10803,U1404,2026-03-01 00:00:00,Beauty,completed,102.35,15.67
ORD-10804,U1404,2026-03-17 00:00:00,Fashion,completed,111.45,0.0
ORD-10805,U1404,2026-03-30 00:00:00,Sports,completed,44.75,0.0
ORD-10806,U1406,2026-02-22 00:00:00,Electronics,completed,533.31,0.0
ORD-10807,U1406,2026-02-28 00:00:00,Fashion,completed,59.85,0.0
ORD-10808,U1406,2026-03-18 00:00:00,Beauty,completed,108.32,19.89
ORD-10809,U1406,2026-03-21 00:00:00,Beauty,completed,36.26,0.0
ORD-10810,U1406,2026-04-20 00:00:00,Home & Living,completed,141.01,0.0
ORD-10811,U1406,2026-04-24 00:00:00,Home & Living,completed,240.52,49.87
ORD-10812,U1406,2026-05-15 00:00:00,Home & Living,completed,228.07,42.03
ORD-10813,U1406,2026-05-16 00:00:00,Sports,completed,25.18,0.0
ORD-10814,U1406,2026-05-17 00:00:00,Fashion,completed,117.26,0.0
ORD-10815,U1408,2026-04-10 00:00:00,Home & Living,completed,252.1,54.62
ORD-10816,U1408,2026-04-21 00:00:00,Home & Living,completed,83.65,0.0
ORD-10817,U1409,2026-01-16 00:00:00,Beauty,completed,28.5,0.0
ORD-10818,U1411,2026-04-05 00:00:00,Sports,completed,21.29,0.0
ORD-10819,U1411,2026-04-25 00:00:00,Electronics,completed,407.72,0.0
ORD-10820,U1411,2026-05-03 00:00:00,Fashion,completed,87.26,0.0
ORD-10821,U1411,2026-05-13 00:00:00,Beauty,completed,28.89,0.0
ORD-10823,U1412,2026-04-20 00:00:00,Home & Living,completed,262.21,42.31
ORD-10824,U1412,2026-04-22 00:00:00,Home & Living,completed,209.71,0.0
ORD-10825,U1414,2026-04-09 00:00:00,Home & Living,completed,97.42,0.0
ORD-10826,U1415,2026-05-09 00:00:00,Beauty,completed,93.16,0.0
ORD-10827,U1415,2026-05-31 00:00:00,Home & Living,completed,68.06,0.0
ORD-10829,U1416,2026-02-05 00:00:00,Beauty,completed,94.37,0.0
ORD-10830,U1416,2026-02-21 00:00:00,Fashion,completed,157.6,34.18
ORD-10831,U1416,2026-03-05 00:00:00,Electronics,completed,252.57,0.0
ORD-10832,U1417,2026-02-13 00:00:00,Fashion,completed,147.43,0.0
ORD-10833,U1417,2026-02-20 00:00:00,Beauty,completed,83.0,0.0
ORD-10834,U1417,2026-02-23 00:00:00,Sports,completed,83.39,19.01
ORD-10835,U1417,2026-02-24 00:00:00,Fashion,completed,34.33,6.13
ORD-10836,U1418,2026-03-03 00:00:00,Sports,completed,58.52,13.73
ORD-10837,U1418,2026-03-07 00:00:00,Beauty,completed,105.68,0.0
ORD-10838,U1418,2026-03-25 00:00:00,Sports,completed,35.16,0.0
ORD-10839,U1421,2026-03-18 00:00:00,Fashion,completed,166.32,0.0
ORD-10840,U1421,2026-03-24 00:00:00,Fashion,completed,59.49,0.0
ORD-10841,U1421,2026-04-11 00:00:00,Electronics,cancelled,186.68,44.65
ORD-10842,U1423,2026-02-27 00:00:00,Sports,completed,69.99,0.0
ORD-10843,U1423,2026-03-26 00:00:00,Fashion,completed,166.49,32.36
ORD-10844,U1423,2026-04-01 00:00:00,Home & Living,completed,109.05,0.0
ORD-10845,U1423,2026-04-09 00:00:00,Home & Living,completed,246.26,0.0
ORD-10846,U1423,2026-04-24 00:00:00,Electronics,completed,399.84,52.0
ORD-10847,U1424,2026-01-17 00:00:00,Electronics,completed,466.68,0.0
ORD-10848,U1425,2026-03-16 00:00:00,Home & Living,completed,235.62,38.36
ORD-10849,U1425,2026-03-18 00:00:00,Fashion,completed,103.42,16.44
ORD-10850,U1426,2026-04-11 00:00:00,Home & Living,refunded,183.55,0.0
ORD-10851,U1426,2026-04-15 00:00:00,Fashion,completed,158.4,0.0
ORD-10852,U1426,2026-05-12 00:00:00,Sports,completed,115.07,0.0
ORD-10853,U1427,2026-03-29 00:00:00,Fashion,completed,155.58,0.0
ORD-10854,U1427,2026-04-13 00:00:00,Beauty,completed,43.66,5.81
ORD-10855,U1428,2026-02-13 00:00:00,Beauty,completed,112.04,0.0
ORD-10856,U1428,2026-02-28 00:00:00,Sports,completed,89.8,0.0
ORD-10857,U1428,2026-03-01 00:00:00,Electronics,completed,520.46,105.91
ORD-10858,U1428,2026-03-11 00:00:00,Sports,completed,99.24,0.0
ORD-10859,U1428,2026-03-22 00:00:00,Sports,completed,54.09,5.43
ORD-10860,U1428,2026-04-07 00:00:00,Sports,completed,83.38,5.53
ORD-10861,U1428,2026-04-11 00:00:00,Electronics,completed,232.57,0.0
ORD-10862,U1430,2026-01-20 00:00:00,Electronics,completed,503.68,31.35
ORD-10863,U1430,2026-01-27 00:00:00,Electronics,completed,297.1,0.0
ORD-10864,U1431,2026-03-28 00:00:00,Electronics,completed,623.1,0.0
ORD-10865,U1432,2026-03-02 00:00:00,Beauty,refunded,76.8,4.76
ORD-10866,U1432,2026-03-03 00:00:00,Electronics,completed,632.51,83.48
ORD-10867,U1434,2026-01-16 00:00:00,Electronics,completed,97.33,0.0
ORD-10868,U1434,2026-02-11 00:00:00,Beauty,cancelled,57.34,0.0
ORD-10869,U1436,2026-01-20 00:00:00,Home & Living,completed,45.08,0.0
ORD-10870,U1436,2026-01-27 00:00:00,Fashion,cancelled,103.79,0.0
ORD-10871,U1437,2026-04-18 00:00:00,Beauty,completed,61.93,11.28
ORD-10872,U1437,2026-05-07 00:00:00,Beauty,completed,37.7,0.0
ORD-10873,U1437,2026-05-21 00:00:00,Fashion,completed,49.79,10.28
ORD-10874,U1437,2026-05-24 00:00:00,Home & Living,completed,142.99,0.0
ORD-10875,U1437,2026-05-29 00:00:00,Home & Living,completed,251.93,60.92
ORD-10877,U1438,2026-03-14 00:00:00,Electronics,completed,198.99,0.0
ORD-10878,U1439,2026-02-12 00:00:00,Fashion,completed,112.06,0.0
ORD-10879,U1439,2026-02-16 00:00:00,Sports,completed,33.34,3.0
ORD-10880,U1439,2026-02-27 00:00:00,Fashion,completed,129.05,0.0
ORD-10881,U1440,2026-01-21 00:00:00,Fashion,completed,154.33,0.0
ORD-10882,U1441,2026-04-10 00:00:00,Sports,cancelled,49.34,0.0
ORD-10883,U1443,2026-02-20 00:00:00,Sports,completed,111.12,0.0
ORD-10884,U1443,2026-02-21 00:00:00,Sports,completed,33.96,3.57
ORD-10885,U1443,2026-02-26 00:00:00,Electronics,completed,326.37,0.0
ORD-10886,U1444,2026-03-22 00:00:00,Fashion,completed,101.5,0.0
ORD-10887,U1445,2026-03-28 00:00:00,Fashion,completed,71.25,0.0
ORD-10888,U1445,2026-04-07 00:00:00,Home & Living,cancelled,182.86,0.0
ORD-10889,U1445,2026-04-15 00:00:00,Home & Living,completed,45.41,0.0
ORD-10890,U1445,2026-04-21 00:00:00,Beauty,completed,34.65,0.0
ORD-10891,U1445,2026-04-27 00:00:00,Electronics,completed,633.46,0.0
ORD-10892,U1447,2026-03-15 00:00:00,Home & Living,completed,290.82,30.42
ORD-10893,U1447,2026-03-27 00:00:00,Beauty,completed,108.97,0.0
ORD-10894,U1448,2026-02-05 00:00:00,Fashion,completed,143.27,0.0
ORD-10895,U1449,2026-01-09 00:00:00,Beauty,completed,100.76,0.0
ORD-10896,U1449,2026-01-13 00:00:00,Beauty,completed,108.72,0.0
ORD-10897,U1451,2026-03-04 00:00:00,Home & Living,completed,204.55,32.88
ORD-10898,U1454,2026-01-25 00:00:00,Electronics,completed,278.17,16.07
ORD-10899,U1455,2026-02-19 00:00:00,Electronics,completed,161.1,0.0
ORD-10900,U1457,2026-03-21 00:00:00,Electronics,completed,524.38,0.0
ORD-10901,U1457,2026-03-27 00:00:00,Electronics,completed,520.13,0.0
ORD-10902,U1458,2026-01-21 00:00:00,Home & Living,completed,163.92,35.63
ORD-10903,U1459,2026-02-07 00:00:00,Sports,completed,50.68,0.0
ORD-10904,U1461,2026-03-30 00:00:00,Fashion,cancelled,51.33,0.0
ORD-10905,U1461,2026-04-05 00:00:00,Electronics,completed,145.79,0.0
ORD-10906,U1461,2026-04-16 00:00:00,Sports,completed,56.24,5.89
ORD-10907,U1461,2026-05-06 00:00:00,Beauty,refunded,28.37,0.0
ORD-10908,U1462,2026-03-15 00:00:00,Beauty,completed,94.64,0.0
ORD-10909,U1463,2026-04-11 00:00:00,Sports,completed,29.6,4.9
ORD-10910,U1463,2026-04-18 00:00:00,Beauty,completed,111.34,0.0
ORD-10911,U1464,2026-03-31 00:00:00,Fashion,completed,73.58,0.0
ORD-10912,U1465,2026-02-08 00:00:00,Electronics,completed,545.99,0.0
ORD-10913,U1468,2026-02-09 00:00:00,Beauty,completed,28.31,0.0
ORD-10914,U1468,2026-02-17 00:00:00,Electronics,completed,633.21,0.0
ORD-10915,U1468,2026-02-18 00:00:00,Sports,cancelled,81.1,0.0
ORD-10916,U1469,2026-04-16 00:00:00,Electronics,completed,465.01,86.78
ORD-10917,U1470,2026-01-06 00:00:00,Sports,completed,42.31,0.0
ORD-10918,U1471,2026-03-31 00:00:00,Beauty,completed,86.84,0.0
ORD-10919,U1471,2026-04-05 00:00:00,Electronics,completed,638.27,0.0
ORD-10920,U1472,2026-02-05 00:00:00,Beauty,completed,109.58,8.05
ORD-10921,U1472,2026-03-16 00:00:00,Electronics,cancelled,356.0,0.0
ORD-10922,U1473,2026-04-15 00:00:00,Sports,completed,43.07,6.65
ORD-10923,U1474,2026-02-21 00:00:00,Beauty,completed,110.03,0.0
ORD-10924,U1474,2026-02-23 00:00:00,Electronics,completed,303.7,71.76
ORD-10925,U1475,2026-04-23 00:00:00,Home & Living,completed,56.41,14.09
ORD-10926,U1475,2026-05-08 00:00:00,Beauty,completed,57.75,0.0
ORD-10927,U1475,2026-05-19 00:00:00,Electronics,completed,423.95,0.0
ORD-10928,U1476,2026-01-14 00:00:00,Beauty,cancelled,41.22,0.0
ORD-10929,U1477,2026-04-02 00:00:00,Sports,completed,97.63,0.0
ORD-10930,U1477,2026-04-03 00:00:00,Electronics,completed,143.63,0.0
ORD-10932,U1478,2026-04-24 00:00:00,Fashion,completed,161.92,19.09
ORD-10933,U1478,2026-04-25 00:00:00,Fashion,completed,169.33,0.0
ORD-10934,U1480,2026-03-18 00:00:00,Sports,completed,104.73,0.0
ORD-10935,U1480,2026-03-21 00:00:00,Fashion,completed,135.44,0.0
ORD-10936,U1480,2026-03-25 00:00:00,Electronics,completed,194.04,14.34
ORD-10937,U1480,2026-03-31 00:00:00,Home & Living,completed,278.4,0.0
ORD-10938,U1481,2026-03-26 00:00:00,Beauty,completed,25.71,3.66
ORD-10939,U1481,2026-04-07 00:00:00,Sports,refunded,114.23,0.0
ORD-10940,U1481,2026-04-10 00:00:00,Electronics,completed,542.98,0.0
ORD-10941,U1482,2026-03-03 00:00:00,Sports,completed,58.48,13.1
ORD-10942,U1482,2026-03-23 00:00:00,Sports,completed,51.09,0.0
ORD-10943,U1482,2026-04-19 00:00:00,Fashion,completed,105.68,0.0
ORD-10944,U1482,2026-04-20 00:00:00,Home & Living,completed,75.78,0.0
ORD-10945,U1482,2026-04-25 00:00:00,Home & Living,completed,70.51,16.14
ORD-10946,U1483,2026-03-05 00:00:00,Sports,completed,97.37,0.0
ORD-10947,U1483,2026-04-02 00:00:00,Electronics,completed,542.68,0.0
ORD-10948,U1483,2026-04-04 00:00:00,Sports,cancelled,55.43,0.0
ORD-10949,U1484,2026-03-13 00:00:00,Sports,completed,113.46,7.66
ORD-10950,U1484,2026-04-06 00:00:00,Fashion,completed,57.01,0.0
ORD-10951,U1485,2026-03-24 00:00:00,Fashion,completed,133.43,28.53
ORD-10952,U1486,2026-01-16 00:00:00,Fashion,completed,142.89,0.0
ORD-10953,U1486,2026-01-23 00:00:00,Fashion,completed,68.64,5.42
ORD-10954,U1486,2026-01-24 00:00:00,Sports,completed,79.44,0.0
ORD-10955,U1487,2026-02-16 00:00:00,Home & Living,completed,288.24,36.48
ORD-10956,U1487,2026-03-02 00:00:00,Fashion,completed,151.29,0.0
ORD-10957,U1487,2026-03-03 00:00:00,Fashion,completed,143.13,0.0
ORD-10958,U1487,2026-03-06 00:00:00,Home & Living,refunded,144.12,31.95
ORD-10959,U1487,2026-03-18 00:00:00,Electronics,completed,202.99,22.55
ORD-10960,U1487,2026-04-24 00:00:00,Home & Living,completed,45.93,3.62
ORD-10961,U1487,2026-05-23 00:00:00,Fashion,completed,89.49,6.55
ORD-10962,U1487,2026-05-29 00:00:00,Sports,completed,32.25,4.85
ORD-10964,U1488,2026-04-12 00:00:00,Beauty,cancelled,92.07,9.86
ORD-10965,U1489,2026-03-25 00:00:00,Home & Living,completed,299.61,0.0
ORD-10966,U1491,2026-03-03 00:00:00,Fashion,completed,84.23,0.0
ORD-10967,U1492,2026-01-26 00:00:00,Beauty,completed,87.4,0.0
ORD-10968,U1493,2026-02-01 00:00:00,Sports,completed,95.65,19.19
ORD-10969,U1496,2026-03-15 00:00:00,Home & Living,completed,75.58,14.51
ORD-10970,U1497,2026-01-15 00:00:00,Beauty,completed,43.82,0.0
ORD-10971,U1497,2026-02-16 00:00:00,Home & Living,completed,255.2,0.0
ORD-10972,U1498,2026-04-01 00:00:00,Fashion,completed,34.39,0.0
ORD-10973,U1500,2026-03-15 00:00:00,Electronics,completed,369.5,0.0
ORD-10974,U1500,2026-04-13 00:00:00,Electronics,cancelled,374.85,79.96
ORD-10975,U1500,2026-04-26 00:00:00,Electronics,completed,441.41,26.68
ORD-10976,U1500,2026-04-27 00:00:00,Sports,completed,98.84,0.0
ORD-10977,U1502,2026-01-29 00:00:00,Sports,completed,105.09,0.0
ORD-10978,U1503,2026-03-31 00:00:00,Electronics,completed,133.97,0.0
ORD-10979,U1503,2026-04-13 00:00:00,Beauty,completed,59.42,0.0
ORD-10980,U1503,2026-04-29 00:00:00,Home & Living,completed,171.67,0.0
ORD-10981,U1504,2026-03-10 00:00:00,Electronics,cancelled,245.62,45.06
ORD-10982,U1505,2026-01-18 00:00:00,Beauty,completed,88.74,0.0
ORD-10983,U1505,2026-02-04 00:00:00,Beauty,completed,31.98,4.9
ORD-10984,U1507,2026-04-16 00:00:00,Home & Living,completed,162.18,0.0
ORD-10985,U1508,2026-04-29 00:00:00,Fashion,refunded,146.98,0.0
ORD-10986,U1509,2026-04-01 00:00:00,Sports,completed,96.73,8.18
ORD-10987,U1509,2026-04-12 00:00:00,Electronics,completed,639.76,147.53
ORD-10988,U1509,2026-04-17 00:00:00,Sports,completed,94.55,0.0
ORD-10989,U1509,2026-04-27 00:00:00,Beauty,completed,98.26,17.22
ORD-10990,U1510,2026-03-08 00:00:00,Home & Living,completed,62.76,11.03
ORD-10991,U1510,2026-04-30 00:00:00,Home & Living,completed,172.76,0.0
ORD-10992,U1513,2026-03-21 00:00:00,Beauty,completed,66.51,5.58
ORD-10993,U1514,2026-01-09 00:00:00,Beauty,completed,61.41,0.0
ORD-10994,U1515,2026-01-04 00:00:00,Electronics,cancelled,272.07,17.25
ORD-10995,U1515,2026-01-19 00:00:00,Fashion,completed,132.24,0.0
ORD-10996,U1517,2026-05-18 00:00:00,Beauty,completed,65.18,0.0
ORD-10998,U1518,2026-04-30 00:00:00,Fashion,completed,45.2,2.69
ORD-10999,U1520,2026-02-28 00:00:00,Beauty,completed,25.75,0.0
ORD-11000,U1520,2026-03-05 00:00:00,Fashion,completed,131.93,0.0
ORD-11001,U1520,2026-03-08 00:00:00,Home & Living,completed,91.97,0.0
ORD-11002,U1522,2026-03-31 00:00:00,Electronics,completed,228.93,0.0
ORD-11003,U1525,2026-02-15 00:00:00,Sports,completed,17.07,3.74
ORD-11004,U1526,2026-02-22 00:00:00,Fashion,completed,32.05,2.48
ORD-11005,U1527,2026-02-04 00:00:00,Beauty,completed,25.5,5.11
ORD-11006,U1527,2026-02-09 00:00:00,Electronics,completed,434.88,96.6
ORD-11007,U1527,2026-03-11 00:00:00,Sports,completed,99.79,0.0
ORD-11008,U1527,2026-03-13 00:00:00,Home & Living,completed,70.0,0.0
ORD-11009,U1528,2026-01-24 00:00:00,Beauty,completed,18.58,0.0
ORD-11010,U1529,2026-03-20 00:00:00,Fashion,completed,170.48,30.83
ORD-11011,U1529,2026-03-24 00:00:00,Fashion,completed,106.95,0.0
ORD-11012,U1530,2026-05-01 00:00:00,Home & Living,completed,299.74,0.0
ORD-11013,U1530,2026-05-26 00:00:00,Electronics,completed,435.85,94.73
ORD-11014,U1532,2026-04-24 00:00:00,Sports,completed,46.13,0.0
ORD-11015,U1532,2026-04-25 00:00:00,Home & Living,completed,234.85,56.73
ORD-11016,U1533,2026-02-20 00:00:00,Home & Living,completed,106.71,0.0
ORD-11017,U1535,2026-04-19 00:00:00,Home & Living,completed,46.76,0.0
ORD-11019,U1536,2026-03-20 00:00:00,Fashion,completed,106.09,0.0
ORD-11020,U1537,2026-01-30 00:00:00,Beauty,refunded,28.01,0.0
ORD-11021,U1537,2026-02-18 00:00:00,Fashion,completed,44.43,2.5
ORD-11022,U1538,2026-02-23 00:00:00,Fashion,completed,35.58,0.0
ORD-11023,U1538,2026-03-03 00:00:00,Beauty,completed,91.02,0.0
ORD-11024,U1539,2026-01-23 00:00:00,Electronics,completed,109.48,7.1
ORD-11025,U1540,2026-04-08 00:00:00,Sports,completed,43.67,3.38
ORD-11026,U1540,2026-04-20 00:00:00,Home & Living,completed,136.68,31.44
ORD-11027,U1541,2026-02-25 00:00:00,Fashion,completed,71.78,0.0
ORD-11028,U1542,2026-01-24 00:00:00,Beauty,completed,96.19,0.0
ORD-11029,U1542,2026-02-21 00:00:00,Fashion,completed,36.88,0.0
ORD-11030,U1543,2026-03-08 00:00:00,Sports,completed,77.47,0.0
ORD-11031,U1543,2026-04-08 00:00:00,Home & Living,completed,316.94,0.0
ORD-11032,U1543,2026-04-20 00:00:00,Beauty,completed,48.36,10.92
ORD-11033,U1543,2026-04-24 00:00:00,Beauty,completed,78.84,17.38
ORD-11034,U1544,2026-02-28 00:00:00,Electronics,completed,338.3,81.7
ORD-11035,U1544,2026-03-17 00:00:00,Electronics,completed,321.3,0.0
ORD-11036,U1544,2026-04-06 00:00:00,Electronics,completed,264.7,0.0
ORD-11037,U1545,2026-02-09 00:00:00,Home & Living,completed,109.03,0.0
ORD-11038,U1545,2026-02-15 00:00:00,Sports,completed,61.89,4.39
ORD-11039,U1545,2026-02-21 00:00:00,Electronics,completed,458.69,0.0
ORD-11040,U1546,2026-01-13 00:00:00,Beauty,completed,103.9,0.0
ORD-11041,U1546,2026-01-20 00:00:00,Home & Living,completed,239.95,0.0
ORD-11042,U1547,2026-03-13 00:00:00,Fashion,completed,64.76,15.74
ORD-11043,U1547,2026-04-12 00:00:00,Sports,completed,31.97,5.94
ORD-11044,U1548,2026-03-06 00:00:00,Electronics,completed,87.18,0.0
ORD-11045,U1549,2026-03-23 00:00:00,Fashion,completed,178.7,0.0
ORD-11046,U1550,2026-03-02 00:00:00,Electronics,completed,393.45,32.97
ORD-11047,U1550,2026-03-04 00:00:00,Home & Living,completed,146.18,0.0
ORD-11048,U1551,2026-03-24 00:00:00,Sports,completed,117.6,10.87
ORD-11049,U1551,2026-05-05 00:00:00,Sports,completed,50.04,0.0
ORD-11050,U1551,2026-05-06 00:00:00,Electronics,completed,156.04,0.0
ORD-11051,U1551,2026-05-08 00:00:00,Electronics,completed,85.19,0.0
ORD-11052,U1551,2026-05-11 00:00:00,Sports,completed,71.18,0.0
ORD-11053,U1552,2026-03-01 00:00:00,Beauty,completed,118.97,0.0
ORD-11054,U1552,2026-03-08 00:00:00,Beauty,completed,96.57,0.0
ORD-11055,U1553,2026-02-22 00:00:00,Fashion,completed,37.04,0.0
ORD-11056,U1553,2026-02-27 00:00:00,Electronics,cancelled,544.86,0.0
ORD-11057,U1553,2026-03-12 00:00:00,Fashion,completed,178.43,23.83
