event_id,user_id,event_time,event_type
EV-500189,U1022,2026-01-31 23:57:00,checkout_start
EV-500190,U1022,2026-01-31 23:58:00,payment_success
EV-501906,U1175,2026-01-31 23:58:00,add_to_cart
EV-505576,U1493,2026-02-01 00:00:00,checkout_start
EV-501907,U1175,2026-02-01 00:01:00,checkout_start
EV-505577,U1493,2026-02-01 00:02:00,payment_success
EV-501908,U1175,2026-02-01 00:03:00,payment_success
EV-508207,U1175,2026-02-01 04:41:00,app_open
EV-508208,U1175,2026-02-01 04:44:00,product_view
EV-507695,U2234,2026-02-01 10:57:00,app_open
EV-507696,U2234,2026-02-01 11:00:00,product_view
EV-508726,U2111,2026-02-01 16:24:00,app_open
EV-508727,U2111,2026-02-01 16:27:00,product_view
EV-508133,U1487,2026-02-01 20:34:00,app_open
EV-508134,U1487,2026-02-01 20:37:00,product_view
EV-508248,U1154,2026-02-01 20:57:00,app_open
EV-508249,U1154,2026-02-01 21:00:00,product_view
EV-508250,U1154,2026-02-01 21:04:00,add_to_cart
EV-500560,U1058,2026-02-01 23:19:00,app_open
EV-500561,U1058,2026-02-01 23:22:00,product_view
EV-500562,U1058,2026-02-01 23:27:00,product_view
EV-500563,U1058,2026-02-01 23:31:00,add_to_cart
EV-504425,U1386,2026-02-01 23:32:00,app_open
EV-504426,U1386,2026-02-01 23:34:00,product_view
EV-500564,U1058,2026-02-01 23:35:00,checkout_start
EV-504427,U1386,2026-02-01 23:36:00,add_to_cart
EV-500565,U1058,2026-02-01 23:37:00,payment_success
EV-504428,U1386,2026-02-01 23:40:00,checkout_start
EV-504429,U1386,2026-02-01 23:42:00,payment_success
EV-506588,U1600,2026-02-01 23:44:00,app_open
EV-501336,U1124,2026-02-01 23:47:00,app_open
EV-506589,U1600,2026-02-01 23:49:00,product_view
EV-501337,U1124,2026-02-01 23:51:00,product_view
EV-506590,U1600,2026-02-01 23:53:00,product_view
EV-501338,U1124,2026-02-01 23:54:00,product_view
EV-506591,U1600,2026-02-01 23:55:00,add_to_cart
EV-501339,U1124,2026-02-01 23:59:00,product_view
EV-506592,U1600,2026-02-01 23:59:00,checkout_start
EV-506593,U1600,2026-02-02 00:00:00,payment_success
EV-501340,U1124,2026-02-02 00:02:00,add_to_cart
EV-501341,U1124,2026-02-02 00:04:00,checkout_start
EV-501342,U1124,2026-02-02 00:06:00,payment_success
EV-507691,U1364,2026-02-02 00:20:00,app_open
EV-507692,U1364,2026-02-02 00:23:00,product_view
EV-507568,U1437,2026-02-02 01:02:00,app_open
EV-507569,U1437,2026-02-02 01:05:00,product_view
EV-508265,U2185,2026-02-02 20:01:00,app_open
EV-508266,U2185,2026-02-02 20:04:00,product_view
EV-508267,U2185,2026-02-02 20:08:00,add_to_cart
EV-501878,U1173,2026-02-02 23:22:00,app_open
EV-501879,U1173,2026-02-02 23:26:00,product_view
EV-502647,U1234,2026-02-02 23:28:00,app_open
EV-501880,U1173,2026-02-02 23:29:00,product_view
EV-502648,U1234,2026-02-02 23:30:00,product_view
EV-501881,U1173,2026-02-02 23:32:00,product_view
EV-502649,U1234,2026-02-02 23:34:00,add_to_cart
EV-506619,U1604,2026-02-02 23:35:00,app_open
EV-501882,U1173,2026-02-02 23:36:00,add_to_cart
EV-502650,U1234,2026-02-02 23:36:00,checkout_start
EV-502651,U1234,2026-02-02 23:37:00,payment_success
EV-501883,U1173,2026-02-02 23:38:00,checkout_start
EV-506620,U1604,2026-02-02 23:38:00,product_view
EV-506621,U1604,2026-02-02 23:41:00,add_to_cart
EV-506210,U1564,2026-02-02 23:42:00,app_open
EV-506622,U1604,2026-02-02 23:43:00,checkout_start
EV-506211,U1564,2026-02-02 23:46:00,product_view
EV-500358,U1040,2026-02-02 23:48:00,app_open
EV-500359,U1040,2026-02-02 23:50:00,product_view
EV-503725,U1335,2026-02-02 23:50:00,app_open
EV-506212,U1564,2026-02-02 23:51:00,product_view
EV-500360,U1040,2026-02-02 23:52:00,product_view
EV-503726,U1335,2026-02-02 23:52:00,product_view
EV-506213,U1564,2026-02-02 23:53:00,product_view
EV-503727,U1335,2026-02-02 23:54:00,product_view
EV-500361,U1040,2026-02-02 23:55:00,product_view
EV-503728,U1335,2026-02-02 23:56:00,product_view
EV-506214,U1564,2026-02-02 23:56:00,add_to_cart
EV-500362,U1040,2026-02-02 23:58:00,add_to_cart
EV-506215,U1564,2026-02-02 23:59:00,checkout_start
EV-503729,U1335,2026-02-03 00:00:00,add_to_cart
EV-506216,U1564,2026-02-03 00:00:00,payment_success
EV-500363,U1040,2026-02-03 00:02:00,checkout_start
EV-503730,U1335,2026-02-03 00:03:00,checkout_start
EV-503731,U1335,2026-02-03 00:05:00,payment_success
EV-508331,U1677,2026-02-03 05:39:00,app_open
EV-508332,U1677,2026-02-03 05:42:00,product_view
EV-507951,U1989,2026-02-03 08:57:00,app_open
EV-507952,U1989,2026-02-03 09:00:00,product_view
EV-508964,U1917,2026-02-03 18:08:00,app_open
EV-508965,U1917,2026-02-03 18:11:00,product_view
EV-508966,U1917,2026-02-03 18:15:00,add_to_cart
EV-505784,U1527,2026-02-03 23:20:00,app_open
EV-505785,U1527,2026-02-03 23:23:00,product_view
EV-505786,U1527,2026-02-03 23:27:00,add_to_cart
EV-503980,U1353,2026-02-03 23:31:00,app_open
EV-505787,U1527,2026-02-03 23:31:00,checkout_start
EV-507470,U1728,2026-02-03 23:31:00,app_open
EV-505788,U1527,2026-02-03 23:32:00,payment_success
EV-501861,U1171,2026-02-03 23:33:00,app_open
EV-503981,U1353,2026-02-03 23:33:00,product_view
EV-507471,U1728,2026-02-03 23:34:00,product_view
EV-501862,U1171,2026-02-03 23:36:00,product_view
EV-503982,U1353,2026-02-03 23:38:00,product_view
EV-507472,U1728,2026-02-03 23:38:00,add_to_cart
EV-501863,U1171,2026-02-03 23:41:00,product_view
EV-501909,U1175,2026-02-03 23:41:00,app_open
EV-502652,U1234,2026-02-03 23:42:00,app_open
EV-503983,U1353,2026-02-03 23:42:00,add_to_cart
EV-501864,U1171,2026-02-03 23:43:00,add_to_cart
EV-501910,U1175,2026-02-03 23:46:00,product_view
EV-502653,U1234,2026-02-03 23:46:00,product_view
EV-503984,U1353,2026-02-03 23:46:00,checkout_start
EV-501865,U1171,2026-02-03 23:47:00,checkout_start
EV-501911,U1175,2026-02-03 23:48:00,add_to_cart
EV-503985,U1353,2026-02-03 23:48:00,payment_success
EV-501866,U1171,2026-02-03 23:49:00,payment_success
EV-502654,U1234,2026-02-03 23:49:00,add_to_cart
EV-505656,U1505,2026-02-03 23:49:00,app_open
EV-501912,U1175,2026-02-03 23:52:00,checkout_start
EV-505657,U1505,2026-02-03 23:52:00,product_view
EV-502655,U1234,2026-02-03 23:53:00,checkout_start
EV-501913,U1175,2026-02-03 23:54:00,payment_success
EV-502656,U1234,2026-02-03 23:55:00,payment_success
EV-505658,U1505,2026-02-03 23:57:00,product_view
EV-505659,U1505,2026-02-04 00:00:00,add_to_cart
EV-505660,U1505,2026-02-04 00:02:00,checkout_start
EV-505661,U1505,2026-02-04 00:04:00,payment_success
EV-507268,U1859,2026-02-04 03:13:00,app_open
EV-507269,U1859,2026-02-04 03:16:00,product_view
EV-507270,U1859,2026-02-04 03:20:00,add_to_cart
EV-507170,U1416,2026-02-04 05:11:00,app_open
EV-507171,U1416,2026-02-04 05:14:00,product_view
EV-507172,U1416,2026-02-04 05:18:00,add_to_cart
EV-508879,U1010,2026-02-04 11:34:00,app_open
EV-508880,U1010,2026-02-04 11:37:00,product_view
EV-508881,U1010,2026-02-04 11:41:00,add_to_cart
EV-508080,U1209,2026-02-04 11:54:00,app_open
EV-508081,U1209,2026-02-04 11:57:00,product_view
EV-507421,U1602,2026-02-04 12:32:00,app_open
EV-507422,U1602,2026-02-04 12:35:00,product_view
EV-508251,U2356,2026-02-04 17:20:00,app_open
EV-508252,U2356,2026-02-04 17:23:00,product_view
EV-508253,U2356,2026-02-04 17:27:00,add_to_cart
EV-508851,U1686,2026-02-04 19:55:00,app_open
EV-508852,U1686,2026-02-04 19:58:00,product_view
EV-508181,U1498,2026-02-04 21:58:00,app_open
EV-508182,U1498,2026-02-04 22:01:00,product_view
EV-506489,U1589,2026-02-04 23:17:00,app_open
EV-506490,U1589,2026-02-04 23:21:00,product_view
EV-501605,U1143,2026-02-04 23:22:00,app_open
EV-503986,U1353,2026-02-04 23:23:00,app_open
EV-506491,U1589,2026-02-04 23:23:00,product_view
EV-500325,U1036,2026-02-04 23:24:00,app_open
EV-505312,U1472,2026-02-04 23:24:00,app_open
EV-503987,U1353,2026-02-04 23:25:00,product_view
EV-507015,U1625,2026-02-04 23:25:00,app_open
EV-505313,U1472,2026-02-04 23:26:00,product_view
EV-501606,U1143,2026-02-04 23:27:00,product_view
EV-506492,U1589,2026-02-04 23:27:00,add_to_cart
EV-500326,U1036,2026-02-04 23:28:00,product_view
EV-503988,U1353,2026-02-04 23:28:00,product_view
EV-505314,U1472,2026-02-04 23:29:00,product_view
EV-507016,U1625,2026-02-04 23:29:00,product_view
EV-500327,U1036,2026-02-04 23:30:00,product_view
EV-506493,U1589,2026-02-04 23:31:00,checkout_start
EV-507017,U1625,2026-02-04 23:31:00,product_view
EV-501607,U1143,2026-02-04 23:32:00,product_view
EV-503989,U1353,2026-02-04 23:32:00,product_view
EV-506494,U1589,2026-02-04 23:32:00,payment_success
EV-500328,U1036,2026-02-04 23:33:00,add_to_cart
EV-505315,U1472,2026-02-04 23:33:00,add_to_cart
EV-502218,U1202,2026-02-04 23:34:00,app_open
EV-503990,U1353,2026-02-04 23:34:00,add_to_cart
EV-504449,U1387,2026-02-04 23:34:00,app_open
EV-500329,U1036,2026-02-04 23:35:00,checkout_start
EV-503823,U1342,2026-02-04 23:35:00,app_open
EV-504196,U1370,2026-02-04 23:35:00,app_open
EV-505316,U1472,2026-02-04 23:35:00,checkout_start
EV-507018,U1625,2026-02-04 23:35:00,product_view
EV-503991,U1353,2026-02-04 23:36:00,checkout_start
EV-505317,U1472,2026-02-04 23:36:00,payment_success
EV-500330,U1036,2026-02-04 23:37:00,payment_success
EV-501608,U1143,2026-02-04 23:37:00,product_view
EV-502389,U1213,2026-02-04 23:37:00,app_open
EV-503187,U1283,2026-02-04 23:37:00,app_open
EV-503824,U1342,2026-02-04 23:37:00,product_view
EV-503992,U1353,2026-02-04 23:37:00,payment_success
EV-505156,U1448,2026-02-04 23:37:00,app_open
EV-504197,U1370,2026-02-04 23:38:00,product_view
EV-501609,U1143,2026-02-04 23:39:00,add_to_cart
EV-502219,U1202,2026-02-04 23:39:00,product_view
EV-503825,U1342,2026-02-04 23:39:00,product_view
EV-504450,U1387,2026-02-04 23:39:00,product_view
EV-507019,U1625,2026-02-04 23:39:00,add_to_cart
EV-502390,U1213,2026-02-04 23:40:00,product_view
EV-503826,U1342,2026-02-04 23:41:00,product_view
EV-504198,U1370,2026-02-04 23:41:00,add_to_cart
EV-505157,U1448,2026-02-04 23:41:00,product_view
EV-502220,U1202,2026-02-04 23:42:00,add_to_cart
EV-502391,U1213,2026-02-04 23:42:00,product_view
EV-503188,U1283,2026-02-04 23:42:00,product_view
EV-507020,U1625,2026-02-04 23:42:00,checkout_start
EV-501610,U1143,2026-02-04 23:43:00,checkout_start
EV-504199,U1370,2026-02-04 23:43:00,checkout_start
EV-507021,U1625,2026-02-04 23:43:00,payment_success
EV-501611,U1143,2026-02-04 23:44:00,payment_success
EV-502017,U1184,2026-02-04 23:44:00,app_open
EV-503827,U1342,2026-02-04 23:44:00,add_to_cart
EV-504451,U1387,2026-02-04 23:44:00,product_view
EV-503189,U1283,2026-02-04 23:45:00,product_view
EV-502018,U1184,2026-02-04 23:46:00,product_view
EV-502221,U1202,2026-02-04 23:46:00,checkout_start
EV-502392,U1213,2026-02-04 23:46:00,add_to_cart
EV-503828,U1342,2026-02-04 23:46:00,checkout_start
EV-505158,U1448,2026-02-04 23:46:00,product_view
EV-502222,U1202,2026-02-04 23:47:00,payment_success
EV-503190,U1283,2026-02-04 23:47:00,add_to_cart
EV-503829,U1342,2026-02-04 23:47:00,payment_success
EV-504452,U1387,2026-02-04 23:47:00,product_view
EV-504781,U1416,2026-02-04 23:48:00,app_open
EV-505159,U1448,2026-02-04 23:48:00,add_to_cart
EV-502019,U1184,2026-02-04 23:49:00,add_to_cart
EV-502393,U1213,2026-02-04 23:50:00,checkout_start
EV-503191,U1283,2026-02-04 23:50:00,checkout_start
EV-504453,U1387,2026-02-04 23:50:00,add_to_cart
EV-505160,U1448,2026-02-04 23:50:00,checkout_start
EV-502394,U1213,2026-02-04 23:51:00,payment_success
EV-505161,U1448,2026-02-04 23:51:00,payment_success
EV-503192,U1283,2026-02-04 23:52:00,payment_success
EV-504454,U1387,2026-02-04 23:52:00,checkout_start
EV-504782,U1416,2026-02-04 23:52:00,product_view
EV-502020,U1184,2026-02-04 23:53:00,checkout_start
EV-504455,U1387,2026-02-04 23:53:00,payment_success
EV-502021,U1184,2026-02-04 23:55:00,payment_success
EV-504783,U1416,2026-02-04 23:56:00,add_to_cart
EV-504784,U1416,2026-02-04 23:59:00,checkout_start
EV-504785,U1416,2026-02-05 00:01:00,payment_success
EV-508857,U2007,2026-02-05 02:35:00,app_open
EV-508858,U2007,2026-02-05 02:38:00,product_view
EV-507659,U2147,2026-02-05 05:27:00,app_open
EV-507660,U2147,2026-02-05 05:30:00,product_view
EV-508326,U1645,2026-02-05 11:04:00,app_open
EV-508327,U1645,2026-02-05 11:07:00,product_view
EV-508501,U1159,2026-02-05 14:39:00,app_open
EV-508502,U1159,2026-02-05 14:42:00,product_view
EV-508503,U1159,2026-02-05 14:46:00,add_to_cart
EV-507392,U1335,2026-02-05 15:02:00,app_open
EV-507393,U1335,2026-02-05 15:05:00,product_view
EV-507757,U1475,2026-02-05 20:12:00,app_open
EV-507758,U1475,2026-02-05 20:15:00,product_view
EV-502747,U1251,2026-02-05 23:23:00,app_open
EV-502748,U1251,2026-02-05 23:25:00,product_view
EV-507022,U1625,2026-02-05 23:25:00,app_open
EV-500566,U1058,2026-02-05 23:27:00,app_open
EV-501968,U1180,2026-02-05 23:27:00,app_open
EV-502547,U1224,2026-02-05 23:28:00,app_open
EV-500567,U1058,2026-02-05 23:29:00,product_view
EV-502749,U1251,2026-02-05 23:29:00,product_view
EV-507023,U1625,2026-02-05 23:29:00,product_view
EV-501625,U1144,2026-02-05 23:30:00,app_open
EV-501969,U1180,2026-02-05 23:31:00,product_view
EV-500568,U1058,2026-02-05 23:32:00,product_view
EV-502548,U1224,2026-02-05 23:32:00,product_view
EV-502750,U1251,2026-02-05 23:33:00,product_view
EV-507024,U1625,2026-02-05 23:33:00,product_view
EV-507483,U1726,2026-02-05 23:33:00,app_open
EV-500569,U1058,2026-02-05 23:34:00,product_view
EV-501626,U1144,2026-02-05 23:34:00,product_view
EV-501970,U1180,2026-02-05 23:35:00,product_view
EV-507025,U1625,2026-02-05 23:35:00,add_to_cart
EV-502549,U1224,2026-02-05 23:36:00,product_view
EV-502751,U1251,2026-02-05 23:36:00,add_to_cart
EV-507484,U1726,2026-02-05 23:36:00,product_view
EV-500191,U1023,2026-02-05 23:37:00,app_open
EV-501627,U1144,2026-02-05 23:37:00,product_view
EV-500570,U1058,2026-02-05 23:38:00,add_to_cart
EV-500584,U1059,2026-02-05 23:38:00,app_open
EV-501565,U1141,2026-02-05 23:39:00,app_open
EV-502550,U1224,2026-02-05 23:39:00,add_to_cart
EV-507026,U1625,2026-02-05 23:39:00,checkout_start
EV-500192,U1023,2026-02-05 23:40:00,product_view
EV-500585,U1059,2026-02-05 23:40:00,product_view
EV-501971,U1180,2026-02-05 23:40:00,product_view
EV-502752,U1251,2026-02-05 23:40:00,checkout_start
EV-500571,U1058,2026-02-05 23:41:00,checkout_start
EV-502753,U1251,2026-02-05 23:41:00,payment_success
EV-507027,U1625,2026-02-05 23:41:00,payment_success
EV-500586,U1059,2026-02-05 23:42:00,add_to_cart
EV-501628,U1144,2026-02-05 23:42:00,product_view
EV-501972,U1180,2026-02-05 23:42:00,add_to_cart
EV-502551,U1224,2026-02-05 23:42:00,checkout_start
EV-500193,U1023,2026-02-05 23:43:00,product_view
EV-500572,U1058,2026-02-05 23:43:00,payment_success
EV-501566,U1141,2026-02-05 23:43:00,product_view
EV-506295,U1572,2026-02-05 23:43:00,app_open
EV-500587,U1059,2026-02-05 23:44:00,checkout_start
EV-501973,U1180,2026-02-05 23:44:00,checkout_start
EV-502552,U1224,2026-02-05 23:44:00,payment_success
EV-501567,U1141,2026-02-05 23:45:00,add_to_cart
EV-501629,U1144,2026-02-05 23:45:00,add_to_cart
EV-504632,U1404,2026-02-05 23:45:00,app_open
EV-501568,U1141,2026-02-05 23:47:00,checkout_start
EV-504633,U1404,2026-02-05 23:47:00,product_view
EV-506296,U1572,2026-02-05 23:47:00,product_view
EV-500194,U1023,2026-02-05 23:48:00,product_view
EV-501569,U1141,2026-02-05 23:48:00,payment_success
EV-504030,U1356,2026-02-05 23:48:00,app_open
EV-501630,U1144,2026-02-05 23:49:00,checkout_start
EV-502882,U1262,2026-02-05 23:49:00,app_open
EV-504634,U1404,2026-02-05 23:50:00,add_to_cart
EV-500195,U1023,2026-02-05 23:51:00,add_to_cart
EV-506297,U1572,2026-02-05 23:51:00,add_to_cart
EV-504635,U1404,2026-02-05 23:52:00,checkout_start
EV-504031,U1356,2026-02-05 23:53:00,product_view
EV-504636,U1404,2026-02-05 23:53:00,payment_success
EV-506298,U1572,2026-02-05 23:53:00,checkout_start
EV-502883,U1262,2026-02-05 23:54:00,product_view
EV-506299,U1572,2026-02-05 23:54:00,payment_success
EV-500196,U1023,2026-02-05 23:55:00,checkout_start
EV-504032,U1356,2026-02-05 23:56:00,add_to_cart
EV-500197,U1023,2026-02-05 23:57:00,payment_success
EV-502884,U1262,2026-02-05 23:58:00,product_view
EV-504033,U1356,2026-02-05 23:59:00,checkout_start
EV-502885,U1262,2026-02-06 00:00:00,product_view
EV-504034,U1356,2026-02-06 00:00:00,payment_success
EV-502886,U1262,2026-02-06 00:03:00,add_to_cart
EV-502887,U1262,2026-02-06 00:06:00,checkout_start
EV-502888,U1262,2026-02-06 00:07:00,payment_success
EV-507595,U2123,2026-02-06 00:44:00,app_open
EV-507596,U2123,2026-02-06 00:47:00,product_view
EV-508239,U1940,2026-02-06 12:20:00,app_open
EV-508240,U1940,2026-02-06 12:23:00,product_view
EV-507182,U1089,2026-02-06 13:41:00,app_open
EV-507183,U1089,2026-02-06 13:44:00,product_view
EV-507821,U1326,2026-02-06 16:25:00,app_open
EV-507822,U1326,2026-02-06 16:28:00,product_view
EV-507823,U1326,2026-02-06 16:32:00,add_to_cart
EV-507834,U1183,2026-02-06 18:00:00,app_open
EV-507835,U1183,2026-02-06 18:03:00,product_view
EV-507836,U1183,2026-02-06 18:07:00,add_to_cart
EV-505211,U1459,2026-02-06 23:16:00,app_open
EV-503303,U1294,2026-02-06 23:17:00,app_open
EV-502268,U1205,2026-02-06 23:18:00,app_open
EV-505212,U1459,2026-02-06 23:18:00,product_view
EV-502269,U1205,2026-02-06 23:20:00,product_view
EV-503304,U1294,2026-02-06 23:22:00,product_view
EV-505213,U1459,2026-02-06 23:22:00,product_view
EV-500606,U1063,2026-02-06 23:23:00,app_open
EV-502270,U1205,2026-02-06 23:23:00,product_view
EV-500588,U1059,2026-02-06 23:24:00,app_open
EV-501087,U1100,2026-02-06 23:24:00,app_open
EV-503305,U1294,2026-02-06 23:24:00,product_view
EV-505214,U1459,2026-02-06 23:24:00,add_to_cart
EV-500607,U1063,2026-02-06 23:27:00,product_view
EV-501088,U1100,2026-02-06 23:27:00,product_view
EV-503306,U1294,2026-02-06 23:27:00,add_to_cart
EV-505215,U1459,2026-02-06 23:27:00,checkout_start
EV-500589,U1059,2026-02-06 23:28:00,product_view
EV-502271,U1205,2026-02-06 23:28:00,product_view
EV-505216,U1459,2026-02-06 23:28:00,payment_success
EV-501089,U1100,2026-02-06 23:31:00,product_view
EV-503307,U1294,2026-02-06 23:31:00,checkout_start
EV-500590,U1059,2026-02-06 23:32:00,add_to_cart
EV-500608,U1063,2026-02-06 23:32:00,product_view
EV-502272,U1205,2026-02-06 23:32:00,add_to_cart
EV-503308,U1294,2026-02-06 23:32:00,payment_success
EV-501090,U1100,2026-02-06 23:33:00,product_view
EV-506460,U1588,2026-02-06 23:33:00,app_open
EV-500591,U1059,2026-02-06 23:35:00,checkout_start
EV-501091,U1100,2026-02-06 23:35:00,add_to_cart
EV-502273,U1205,2026-02-06 23:35:00,checkout_start
EV-500592,U1059,2026-02-06 23:36:00,payment_success
EV-500609,U1063,2026-02-06 23:36:00,add_to_cart
EV-502274,U1205,2026-02-06 23:37:00,payment_success
EV-506461,U1588,2026-02-06 23:37:00,product_view
EV-500610,U1063,2026-02-06 23:38:00,checkout_start
EV-502784,U1254,2026-02-06 23:38:00,app_open
EV-501092,U1100,2026-02-06 23:39:00,checkout_start
EV-506462,U1588,2026-02-06 23:39:00,product_view
EV-500611,U1063,2026-02-06 23:40:00,payment_success
EV-501093,U1100,2026-02-06 23:41:00,payment_success
EV-502785,U1254,2026-02-06 23:42:00,product_view
EV-500777,U1078,2026-02-06 23:43:00,app_open
EV-506463,U1588,2026-02-06 23:43:00,product_view
EV-506594,U1600,2026-02-06 23:45:00,app_open
EV-500778,U1078,2026-02-06 23:46:00,product_view
EV-502786,U1254,2026-02-06 23:47:00,product_view
EV-506464,U1588,2026-02-06 23:47:00,add_to_cart
EV-500364,U1040,2026-02-06 23:48:00,app_open
EV-500779,U1078,2026-02-06 23:50:00,add_to_cart
EV-506595,U1600,2026-02-06 23:50:00,product_view
EV-500365,U1040,2026-02-06 23:51:00,product_view
EV-502787,U1254,2026-02-06 23:51:00,add_to_cart
EV-506465,U1588,2026-02-06 23:51:00,checkout_start
EV-500780,U1078,2026-02-06 23:52:00,checkout_start
EV-506466,U1588,2026-02-06 23:52:00,payment_success
EV-506596,U1600,2026-02-06 23:52:00,product_view
EV-500781,U1078,2026-02-06 23:54:00,payment_success
EV-500366,U1040,2026-02-06 23:55:00,add_to_cart
EV-502788,U1254,2026-02-06 23:55:00,checkout_start
EV-506597,U1600,2026-02-06 23:55:00,product_view
EV-502789,U1254,2026-02-06 23:56:00,payment_success
EV-506598,U1600,2026-02-06 23:57:00,add_to_cart
EV-500367,U1040,2026-02-06 23:59:00,checkout_start
EV-500368,U1040,2026-02-07 00:01:00,payment_success
EV-506599,U1600,2026-02-07 00:01:00,checkout_start
EV-506600,U1600,2026-02-07 00:03:00,payment_success
EV-508192,U1227,2026-02-07 15:08:00,app_open
EV-508193,U1227,2026-02-07 15:11:00,product_view
EV-508194,U1227,2026-02-07 15:15:00,add_to_cart
EV-507297,U2232,2026-02-07 16:48:00,app_open
EV-507298,U2232,2026-02-07 16:51:00,product_view
EV-507299,U2232,2026-02-07 16:55:00,add_to_cart
EV-508120,U1669,2026-02-07 22:24:00,app_open
EV-508121,U1669,2026-02-07 22:27:00,product_view
EV-508122,U1669,2026-02-07 22:31:00,add_to_cart
EV-500399,U1042,2026-02-07 23:18:00,app_open
EV-500400,U1042,2026-02-07 23:23:00,product_view
EV-505264,U1465,2026-02-07 23:25:00,app_open
EV-500401,U1042,2026-02-07 23:26:00,product_view
EV-505265,U1465,2026-02-07 23:27:00,product_view
EV-500402,U1042,2026-02-07 23:29:00,product_view
EV-505266,U1465,2026-02-07 23:30:00,product_view
EV-500403,U1042,2026-02-07 23:33:00,add_to_cart
EV-505267,U1465,2026-02-07 23:33:00,add_to_cart
EV-501664,U1149,2026-02-07 23:34:00,app_open
EV-500404,U1042,2026-02-07 23:35:00,checkout_start
EV-501665,U1149,2026-02-07 23:36:00,product_view
EV-500405,U1042,2026-02-07 23:37:00,payment_success
EV-505268,U1465,2026-02-07 23:37:00,checkout_start
EV-505269,U1465,2026-02-07 23:39:00,payment_success
EV-501666,U1149,2026-02-07 23:41:00,product_view
EV-506261,U1569,2026-02-07 23:44:00,app_open
EV-501667,U1149,2026-02-07 23:45:00,add_to_cart
EV-501668,U1149,2026-02-07 23:49:00,checkout_start
EV-506262,U1569,2026-02-07 23:49:00,product_view
EV-501669,U1149,2026-02-07 23:50:00,payment_success
EV-506263,U1569,2026-02-07 23:52:00,product_view
EV-506264,U1569,2026-02-07 23:55:00,product_view
EV-506265,U1569,2026-02-07 23:59:00,add_to_cart
EV-506266,U1569,2026-02-08 00:01:00,checkout_start
EV-506267,U1569,2026-02-08 00:02:00,payment_success
EV-508467,U1214,2026-02-08 01:12:00,app_open
EV-508468,U1214,2026-02-08 01:15:00,product_view
EV-508469,U1214,2026-02-08 01:19:00,add_to_cart
EV-508806,U1272,2026-02-08 12:42:00,app_open
EV-508807,U1272,2026-02-08 12:45:00,product_view
EV-507149,U2054,2026-02-08 13:28:00,app_open
EV-507150,U2054,2026-02-08 13:31:00,product_view
EV-507151,U2054,2026-02-08 13:35:00,add_to_cart
EV-507782,U1305,2026-02-08 14:41:00,app_open
EV-507783,U1305,2026-02-08 14:44:00,product_view
EV-507739,U1884,2026-02-08 16:06:00,app_open
EV-507740,U1884,2026-02-08 16:09:00,product_view
EV-507741,U1884,2026-02-08 16:13:00,add_to_cart
EV-508067,U1602,2026-02-08 18:01:00,app_open
EV-508068,U1602,2026-02-08 18:04:00,product_view
EV-507963,U1112,2026-02-08 21:39:00,app_open
EV-507964,U1112,2026-02-08 21:42:00,product_view
EV-507965,U1112,2026-02-08 21:46:00,add_to_cart
EV-505270,U1468,2026-02-08 23:18:00,app_open
EV-506234,U1566,2026-02-08 23:19:00,app_open
EV-505271,U1468,2026-02-08 23:20:00,product_view
EV-503542,U1323,2026-02-08 23:23:00,app_open
EV-506699,U1606,2026-02-08 23:23:00,app_open
EV-506235,U1566,2026-02-08 23:24:00,product_view
EV-505272,U1468,2026-02-08 23:25:00,product_view
EV-506700,U1606,2026-02-08 23:25:00,product_view
EV-503543,U1323,2026-02-08 23:27:00,product_view
EV-506236,U1566,2026-02-08 23:28:00,product_view
EV-505273,U1468,2026-02-08 23:29:00,add_to_cart
EV-506701,U1606,2026-02-08 23:29:00,product_view
EV-503544,U1323,2026-02-08 23:30:00,add_to_cart
EV-503545,U1323,2026-02-08 23:32:00,checkout_start
EV-506237,U1566,2026-02-08 23:32:00,product_view
EV-505274,U1468,2026-02-08 23:33:00,checkout_start
EV-505275,U1468,2026-02-08 23:34:00,payment_success
EV-506702,U1606,2026-02-08 23:34:00,product_view
EV-506238,U1566,2026-02-08 23:35:00,add_to_cart
EV-500795,U1079,2026-02-08 23:36:00,app_open
EV-500796,U1079,2026-02-08 23:38:00,product_view
EV-502275,U1205,2026-02-08 23:38:00,app_open
EV-506703,U1606,2026-02-08 23:38:00,add_to_cart
EV-505965,U1545,2026-02-08 23:39:00,app_open
EV-506239,U1566,2026-02-08 23:39:00,checkout_start
EV-501718,U1152,2026-02-08 23:40:00,app_open
EV-505789,U1527,2026-02-08 23:40:00,app_open
EV-506240,U1566,2026-02-08 23:41:00,payment_success
EV-506704,U1606,2026-02-08 23:41:00,checkout_start
EV-500797,U1079,2026-02-08 23:42:00,product_view
EV-502276,U1205,2026-02-08 23:42:00,product_view
EV-504528,U1394,2026-02-08 23:42:00,app_open
EV-505966,U1545,2026-02-08 23:43:00,product_view
EV-506705,U1606,2026-02-08 23:43:00,payment_success
EV-501719,U1152,2026-02-08 23:44:00,product_view
EV-502277,U1205,2026-02-08 23:44:00,add_to_cart
EV-505790,U1527,2026-02-08 23:44:00,product_view
EV-500798,U1079,2026-02-08 23:45:00,product_view
EV-504529,U1394,2026-02-08 23:45:00,product_view
EV-501720,U1152,2026-02-08 23:46:00,add_to_cart
EV-505967,U1545,2026-02-08 23:46:00,product_view
